Year,ID,City,Internet Penetration Rate,Internet-Related Output,Internet Users,Internet-Related Employees,Digital Inclusive Finance Index,Digital Economy Index,Population,GDP,Urbanization Rate,City Size,City Development Level,Industry Agglomeration Level,Environmental Pollution Index,Low-Carbon City,Carbon Peak City,AI-Pilot City,AI Technology Level,Smart City,Intelligent Construction City,AI Enterprises,AI Infrastructure Index,Intelligent Manufacturing Proportion,AI Patents,Total Energy Consumption,AI Development Index
2019,155,周口市,29.322034,596.67966,88.474576,0.01107642,119.97,-161.4567819,1257.0,1938.367,0.4436,6,3,0.286434685,0.01,0,0,0,3.871201,0,0,169,0.018360411,0.01,135,230199.3143,0.060294539
2020,155,周口市,34.74451,374.02126,55.79521,0.01181313,141.61,-385.1519475,1257.5,1964.341,0.4258,6,3,0.281182883,0.016,0,0,0,4.3944492,0,0,281,0.01980913,0.012548626,252,194336.5174,0.065601214
2021,155,周口市,18.749574,151.36286,23.115843,0.01254984,158.53,-609.0001318,1258.0,2088.094,0.4362,6,3,0.264097748,0.016,0,0,0,4.7449321,0,0,648,0.027768761,0.271500028,251,229932.657,0.072932461
2000,156,驻马店市,0.24636968,0.0,1.3959031,0.0,18.49,-761.2074867,810.42,280.08,0.4362,6,3,0.264097748,0.019,0,0,0,4.7449321,0,0,1,-0.002290818,0.271500028,2,28191.6612,0.05627403
2001,156,驻马店市,1.3437561,75.140368,7.5314618,0.0,18.41,-685.8822908,816.62,302.7664,0.4362,6,3,0.264097748,0.019,0,0,0,4.7449321,0,0,1,-0.001082956,0.271500028,3,29626.20717,0.05659981
2002,156,驻马店市,2.4411424,81.927827,13.66702,0.0,22.74,-678.8588684,821.19,333.6486,0.4362,6,3,0.264097748,0.019,0,0,0,4.7449321,0,0,1,0.000124906,0.271500028,1,41633.90425,0.056874011
2003,156,驻马店市,2.4981309,90.577974,17.348797,0.00350631,20.08,-670.0748483,826.31,337.6524,0.4362,6,3,0.264097748,0.058,0,0,0,4.7449321,0,0,1,0.001332768,0.271500028,4,42626.05984,0.057234179
2004,156,驻马店市,2.3917585,94.891758,23.936574,0.00340599,24.64,-665.5146627,833.99,387.9626,0.1676,6,3,0.264097748,0.066,0,0,0,4.7449321,0,0,1,0.00254063,0.271500028,1,51529.16496,0.057491186
2005,156,驻马店市,1.7041794,102.56902,32.11273,0.00265604,21.38,-657.5372967,839.39,435.682,0.1867,6,3,0.264097748,0.067,0,0,0,4.7449321,0,0,1,0.003748492,0.271500028,3,63373.21088,0.05783416
2006,156,驻马店市,2.2453965,105.49605,40.924464,0.00325521,23.96,-654.2736726,850.4,493.192,0.2063,6,3,0.264097748,0.074,0,0,0,4.7449321,0,0,1,0.007891011,0.271500028,8,73420.7609,0.058978468
2007,156,驻马店市,3.5949911,96.990935,48.472105,0.00405405,24.65,-662.4759112,858.79,560.7593,0.259,6,3,0.264097748,0.084,0,0,0,4.7449321,0,0,2,0.007588003,0.271500028,14,80620.27782,0.059011475
2008,156,驻马店市,4.4769706,376.98933,48.867253,0.00389864,27.97,-382.6656654,865.18,626.929,0.2768,6,3,0.264097748,0.073,0,0,0,0.69314718,0,0,2,0.006949541,0.271500028,10,86407.59168,0.042522089
2009,156,驻马店市,6.7044013,422.65946,58.998508,0.00597372,26.51,-336.6287181,873.13,699.0258,0.2949,6,3,0.264097748,0.077,0,0,0,0.0,0,0,2,0.008239634,0.271500028,16,89601.41568,0.040173642
2010,156,驻马店市,18.744238,454.72985,61.810806,0.00548847,28.09,-304.3894105,886.1,780.1127,0.2975,6,3,0.264097748,0.087,0,0,0,1.0986123,0,0,2,0.008796863,0.271500028,21,102417.9828,0.044810075
2011,156,驻马店市,11.221664,499.08592,72.541133,0.00579252,23.92,-259.7124304,892.1,868.2655,0.3154,6,3,0.264097748,0.032,0,0,0,0.0,0,0,2,0.009944794,0.271500028,74,122047.7386,0.0416065
2012,156,驻马店市,12.797075,583.68373,74.808044,0.007,56.56,-175.0804922,899.2,958.5651,0.3344,6,3,0.264097748,0.028,0,0,0,1.0986123,0,0,4,0.010058805,0.271500028,27,127618.4805,0.04525016
2013,156,驻马店市,14.571949,653.2969,86.520947,0.00833333,64.02,-105.0615348,896.0,1049.82,0.3489,6,3,0.264097748,0.036,0,0,0,0.69314718,0,0,10,0.015200553,0.271500028,51,139999.0919,0.045393092
2014,156,驻马店市,15.426497,659.14701,90.744102,0.00846318,148.2,-99.04918193,920.6,1139.16,0.3636,6,3,0.264097748,0.072,0,0,0,1.6094379,0,0,18,0.013343465,0.271500028,32,96080.09546,0.048326599
2015,156,驻马店市,16.320609,681.38544,87.04325,0.00777683,101.33,-76.9616629,930.88,1241.001,0.3808,6,3,0.264097748,0.043,0,0,0,2.8332133,0,0,24,0.012866078,0.271500028,61,105223.6154,0.053657119
2016,156,驻马店市,21.621622,716.42342,85.585586,0.01831283,113.6,-41.96742458,949.0,1346.114,0.398,6,3,0.264097748,0.045,0,0,0,3.7135721,0,0,33,0.01888561,0.271500028,106,106842.2989,0.05956643
2017,156,驻马店市,26.126126,757.09009,91.891892,0.0083072,122.81,-1.059304296,961.0,1459.053,0.4152,6,3,0.264097748,0.025,0,0,0,3.7841896,0,0,56,0.017223006,0.271500028,91,156164.8703,0.059334103
2018,156,驻马店市,29.72973,760.27027,83.783784,0.00835606,125.38,1.836069283,964.0,1583.51,0.441,6,3,0.264097748,0.016,0,0,0,3.3672958,0,0,84,0.018755672,0.271500028,180,160984.3204,0.059786427
2019,156,驻马店市,33.928571,737.11607,87.5,0.0082192,145.24,-21.12956363,964.0,1697.523,0.4463,6,3,0.264097748,0.017,0,0,0,4.2626799,0,0,117,0.017843263,0.271500028,193,186725.5738,0.0636091
2020,156,驻马店市,39.246597,520.20982,61.473214,0.00808234,146.3,-238.824777,965.5,1756.257,0.4414,6,3,0.264097748,0.019,0,0,0,4.4188406,0,0,191,0.023126922,0.271500028,326,185747.7609,0.068409573
2021,156,驻马店市,23.660714,303.30357,35.446429,0.00794547,140.06,-456.6693401,967.0,1876.209,0.4517,6,3,0.264097748,0.019,0,0,0,5.2832037,0,0,424,0.027531887,0.271500028,249,201988.4363,0.073370971
2000,157,武汉市,0.2464202,0.0,2.6825352,0.0,27.72,-761.158584,749.19,1153.37,0.4517,2,1,0.01660113,0.442,0,0,0,0.0,0,0,84,0.00890391,0.01,75,91213.56748,0.0406969
2001,157,武汉市,0.75877061,63.298886,2.9597672,0.0,28.42,-697.8928549,758.23,1291.774,0.4517,2,1,0.016355074,0.442,0,0,0,0.0,0,0,108,0.012381686,0.571275881,60,87951.30599,0.044198098
2002,157,武汉市,1.271121,70.685123,8.6020697,0.0,31.54,-690.29403,768.1,1444.204,0.4517,2,1,0.016021898,0.442,0,0,0,0.0,0,0,139,0.015859462,0.771456088,56,106638.2554,0.046204565
2003,157,武汉市,1.3724884,78.057219,16.124251,0.00613208,35.53,-682.6408213,781.19,1618.953,0.608,2,1,0.016498705,0.285,0,0,0,0.0,0,0,167,0.019337238,0.953962854,83,117506.0118,0.048637345
2004,157,武汉市,1.487366,86.457775,21.57242,0.00672043,32.18,-674.0386546,785.9,1853.701,0.6167,2,1,0.016485004,0.297,0,0,0,0.69314718,0,0,204,0.022815014,1.043874555,101,140944.6338,0.053317111
2005,157,武汉市,1.574604,89.696637,26.799533,0.00713012,36.52,-670.6029199,801.36,2126.195,0.6278,2,1,0.017486461,0.247,0,0,0,1.0986123,0,0,248,0.02629279,0.983554998,121,162169.8437,0.056206082
2006,157,武汉市,2.2728814,86.357625,31.157381,0.00807537,35.24,-673.7688116,818.84,2440.871,0.634,2,1,0.017958922,0.257,0,0,0,0.0,0,0,300,0.032250541,1.014498057,162,174748.6238,0.054551208
2007,157,武汉市,2.5412466,77.094149,30.847038,0.01343101,35.63,-683.0352357,828.21,2821.647,0.6383,2,1,0.018787379,0.249,0,0,0,1.0986123,0,0,365,0.028005626,0.709811885,251,211477.3591,0.058413268
2008,157,武汉市,3.94552,120.02932,36.619906,0.00521415,37.64,-639.9027363,833.24,3247.716,0.6448,2,1,0.019891469,0.271,0,0,0,1.6094379,0,0,440,0.030586111,0.743556305,326,214341.1085,0.063118342
2009,157,武汉市,5.1776781,329.04501,43.740242,0.0055905,40.55,-430.7639794,835.55,3692.653,0.6475,2,1,0.020689899,0.259,0,0,0,0.69314718,0,0,530,0.035544722,1.280323763,415,180182.6767,0.065470893
2010,157,武汉市,6.5754993,383.68176,46.857523,0.01463104,43.25,-376.039635,836.73,4235.473,0.5532,2,1,0.020826234,0.197,0,0,0,1.9459101,0,0,648,0.037712736,2.133731441,662,245027.7253,0.080254648
2011,157,武汉市,7.859523,412.31202,53.547532,0.01386297,44.65,-347.1673453,827.2,4764.907,0.5455,2,1,0.022341653,0.098,0,0,1,2.3025851,0,0,793,0.052046178,2.847416918,794,261277.8114,0.092098538
2012,157,武汉市,8.931525,494.74363,61.756533,0.0139726,84.68,-264.4777358,821.7,5308.106,0.5484,2,1,0.022394678,0.08,1,0,1,3.0445224,1,0,955,0.060554057,3.161382929,756,264153.73,0.099280252
2013,157,武汉市,12.632979,547.45678,66.233378,0.0152231,79.82,-211.6074194,822.1,5838.917,0.5436,2,1,0.023164897,0.084,1,0,1,2.8332133,1,0,1139,0.058877728,3.917719856,1162,280959.1439,0.109953993
2014,157,武汉市,11.655012,574.42557,70.596071,0.01520255,201.49,-184.4999746,827.3,6405.291,0.74,2,1,0.023613432,0.163,1,0,1,3.9702919,1,0,1511,0.062139189,4.253481892,1224,320431.9412,0.120729582
2015,157,武汉市,13.373901,613.26022,70.881674,0.01473963,212.27,-145.6712412,829.27,6968.957,0.7396,2,1,0.024189147,0.104,1,0,1,4.1108739,1,0,1912,0.062282001,6.399790017,1494,337178.5665,0.139194587
2016,157,武汉市,16.0,539.13333,72.333333,0.01521871,203.0,-219.668739,834.0,7512.536,0.7977,2,1,0.02488728,0.165,1,0,1,4.1743873,1,0,2436,0.075306234,7.219789506,1827,353228.4334,0.156246062
2017,157,武汉市,17.006803,588.64966,76.870748,0.0153288,222.03,-170.0098011,854.0,8113.539,0.8004,2,1,0.025662633,0.191,1,0,1,4.574711,1,0,3093,0.074950057,7.587966623,1951,312814.0158,0.166432201
2018,157,武汉市,25.938567,677.13311,85.665529,0.01594812,223.27,-81.19445985,884.0,8762.622,0.8029,2,1,0.024480511,0.243,1,0,1,5.241747,1,0,4033,0.067305725,9.16414718,2964,327814.2372,0.198969391
2019,157,武汉市,28.522337,603.51203,83.505155,0.01506878,214.04,-154.8241149,906.0,9411.057,0.8049,2,1,0.025243878,0.376,1,0,1,5.6970935,1,0,5440,0.064178147,9.784834618,2911,331871.87,0.212283474
2020,157,武汉市,34.53684,399.81545,49.773556,0.01418944,251.75,-359.6074096,920.0,8949.915,0.8431,2,1,0.020762468,0.442,1,0,1,6.5722825,1,0,7066,0.053447981,11.48739404,5172,337895.6411,0.271912755
2021,157,武汉市,16.041958,196.11888,16.041958,0.0133101,247.64,-564.5658037,934.0,10023.91,0.8456,2,1,0.020762468,0.442,1,0,1,6.7844571,1,0,13228,0.098475125,13.19298536,5463,341576.4202,0.342204058
2000,158,黄石市,0.02037302,0.0,1.3193311,0.0,29.74,-761.2120118,247.82,182.41,0.8456,5,4,0.006129173,0.1,0,0,0,0.0,0,0,6,-0.005472155,0.021028359,5,15760.3946,0.035307186
2001,158,黄石市,0.67594791,53.700625,4.0904773,0.0,31.35,-707.4415509,252.65,209.4067,0.8456,5,4,0.005679686,0.1,0,0,0,0.0,0,0,6,-0.003176946,1.125789666,8,14677.41657,0.041252359
2002,158,黄石市,1.3315228,64.124037,6.8616235,0.0,30.4,-696.915927,253.32,230.9756,0.8456,5,4,0.005692778,0.1,0,0,0,0.0,0,0,8,-0.000881737,0.127589309,6,17701.1493,0.037023583
2003,158,黄石市,1.3375449,62.889312,10.217917,0.00516055,35.6,-698.0221191,253.81,255.228,0.4317,5,4,0.005969889,0.079,0,0,0,0.0,0,0,10,0.001413472,0.052582314,0,21332.74887,0.037161
2004,158,黄石市,0.5879929,66.600946,11.719992,0.00524138,35.97,-694.261526,254.92,285.0897,0.4639,5,4,0.006210205,0.091,0,0,0,0.0,0,0,10,0.00370868,0.033854196,6,24926.65899,0.037760577
2005,158,黄石市,1.2241853,64.392008,13.389103,0.00496472,37.02,-696.4008265,252.13,328.1382,0.4961,5,4,0.006526293,0.088,0,0,0,1.0986123,0,0,11,0.006003889,0.213740768,5,27974.38001,0.043609297
2006,158,黄石市,1.5180997,70.515885,19.802332,0.00518903,41.24,-690.0356764,254.36,373.0932,0.4975,5,4,0.006622329,0.115,0,0,0,1.3862944,0,0,11,0.012286907,0.051563085,5,28073.23978,0.045589709
2007,158,黄石市,2.2070013,72.39918,28.997987,0.00457716,36.82,-687.7993593,255.39,431.6688,0.5041,5,4,0.006785948,0.102,0,0,0,0.69314718,0,0,16,0.014341063,0.048473877,14,33568.21177,0.043509509
2008,158,黄石市,2.0681446,170.10818,31.11073,0.0066719,37.4,-590.0841471,257.31,476.994,0.504,5,4,0.006796858,0.107,0,0,0,0.69314718,0,0,17,0.01605912,0.082320021,11,34491.39478,0.044066718
2009,158,黄石市,3.8204755,174.19099,35.976775,0.00776594,37.05,-585.8069228,258.56,528.0323,0.5055,5,4,0.007189272,0.107,0,0,0,0.92221986,0,0,20,0.018955146,0.047065201,9,30882.44972,0.045543771
2010,158,黄石市,4.4364937,239.14886,40.440636,0.00803885,46.35,-520.7235844,260.14,608.8213,0.5301,5,4,0.00956171,0.117,0,0,0,1.15129254,0,0,25,0.013664107,0.049474961,23,43848.75846,0.04539973
2011,158,黄石市,5.7629041,288.14521,45.507657,0.00749465,41.25,-471.5618246,260.1,701.9709,0.5894,5,4,0.006907981,0.054,0,0,0,1.38036522,0,0,29,0.019830075,0.165587244,36,46539.881,0.048704517
2012,158,黄石市,8.1609414,375.27614,52.419814,0.00832158,99.88,-384.2162273,261.5,781.9957,0.6008,5,4,0.006999564,0.038,1,0,0,1.6094379,0,0,29,0.021555154,0.258527983,25,44887.69286,0.050321735
2013,158,黄石市,9.4804702,407.04209,61.907471,0.00715182,100.46,-352.1040067,262.3,855.5033,0.604,5,4,0.007287803,0.049,1,0,0,1.7917595,0,0,33,0.022685116,0.192779853,45,51048.42423,0.051399034
2014,158,黄石市,8.3697927,393.69222,58.588549,0.01950428,181.52,-365.5779707,265.1,929.9321,0.6088,5,4,0.007276494,0.101,1,0,0,2.1972246,0,0,38,0.023433778,0.364145196,35,60321.6086,0.053904801
2015,158,黄石市,9.3070962,418.03107,60.591096,0.00791162,208.95,-341.1745192,267.97,979.2185,0.613,5,4,0.006998865,0.062,1,0,0,2.7080502,0,0,52,0.023129308,0.451271816,59,61655.18491,0.056809506
2016,158,黄石市,12.619503,460.22945,61.185468,0.00755862,188.65,-298.9614515,270.0,1049.722,0.619,5,4,0.006703271,0.108,1,0,0,3.2580965,0,0,63,0.027750534,0.475159915,89,58686.16715,0.060907596
2017,158,黄石市,13.487476,462.95568,63.776493,0.00819036,206.79,-296.1325798,271.0,1130.551,0.6289,5,4,0.006704342,0.113,1,0,0,3.3322045,0,0,89,0.024930221,0.527850513,89,61277.92504,0.060926305
2018,158,黄石市,15.830116,460.26062,69.88417,0.00792404,227.13,-298.5767453,273.0,1218.734,0.6329,5,4,0.006540672,0.085,1,0,0,3.5835189,0,0,113,0.029144283,0.87919794,169,65046.5057,0.066248885
2019,158,黄石市,18.252427,462.42913,68.349515,0.00958558,215.49,-296.4508805,273.0,1318.67,0.64,5,4,0.006535979,0.089,1,0,0,4.3040651,0,0,140,0.034591683,0.852923168,272,67292.23751,0.072372477
2020,158,黄石市,18.176597,255.20266,38.936662,0.01124712,233.41,-504.6407901,273.0,1240.209,0.65,5,4,0.006294436,0.1,1,0,0,4.8362819,0,0,177,0.037914599,1.330525517,398,66746.34829,0.080086292
2021,158,黄石市,9.5238095,47.97619,9.5238095,0.01290867,252.1,-712.8919786,273.0,1401.436,0.6596,5,4,0.006294436,0.1,1,0,0,4.8751973,0,0,403,0.067939535,1.545385096,319,76099.35854,0.089228051
2000,159,十堰市,0.28292496,0.0,2.5316958,0.0,27.88,-761.1640563,340.82,180.126,0.6596,5,4,0.001413007,0.01,0,0,0,0.0,0,0,2,-0.004444178,0.01,4,12532.65368,0.035470601
2001,159,十堰市,1.0844372,69.718801,5.6627159,0.0,30.85,-691.372682,337.26,204.443,0.6596,5,4,0.001295608,0.01,0,0,0,0.0,0,0,4,-0.00236157,0.01,3,11930.29876,0.035999998
2002,159,十堰市,1.8859495,94.415617,8.7937361,0.0,28.2,-666.5696114,338.66,232.8606,0.6596,5,4,0.001252534,0.01,0,0,0,0.0,0,0,4,-0.000278962,0.01,4,15624.46094,0.036549261
2003,159,十堰市,0.59089225,179.14325,11.066255,0.00756811,32.54,-581.8282426,340.64,241.7093,0.3639,5,4,0.001249578,0.047,0,0,0,0.0,0,0,7,0.001803646,0.01,3,15876.12102,0.037085918
2004,159,十堰市,0.92582525,204.87885,15.609817,0.00733317,32.51,-555.9368106,341.79,282.3165,0.3856,5,4,0.001231841,0.055,0,0,0,0.0,0,0,11,0.003886254,0.01,7,18529.10864,0.037715804
2005,159,十堰市,1.3621238,228.25355,19.255684,0.00724463,35.91,-532.4379079,343.68,291.9153,0.2862,5,4,0.001216639,0.053,0,0,0,0.0,0,0,12,0.005968862,0.01,3,21095.03097,0.03818636
2006,159,十堰市,1.7857827,265.15067,24.397296,0.0085282,40.73,-495.3699413,346.5,316.4361,0.2997,5,4,0.001204392,0.056,0,0,0,0.0,0,0,12,0.007358089,0.01,14,23869.14245,0.038730411
2007,159,十堰市,2.5729935,278.6259,36.862697,0.00975874,37.96,-481.4253821,348.86,368.0152,0.2985,5,4,0.001391892,0.04,0,0,0,0.0,0,0,18,0.009013409,0.01,9,23631.83108,0.039110912
2008,159,十堰市,2.740243,285.29081,40.14123,0.00953938,42.45,-474.6396525,351.03,407.3929,0.2904,5,4,0.001662584,0.045,0,0,0,0.0,0,0,22,0.015740387,0.01,14,25863.60148,0.040944546
2009,159,十堰市,3.9636885,337.12408,44.833472,0.00879007,47.92,-422.6580753,353.22,457.9096,0.2927,5,4,0.001696368,0.042,0,0,0,0.69314718,0,0,26,0.017042658,0.01,20,25453.71046,0.044190659
2010,159,十堰市,5.104593,355.79562,47.929866,0.00655431,38.38,-403.8746644,353.19,546.744,0.3356,5,4,0.001826858,0.043,0,0,0,0.69314718,0,0,29,0.017630982,0.01,34,47626.84992,0.044603455
2011,159,十堰市,6.6093255,378.86223,53.13113,0.01191168,40.06,-380.61687,348.4,606.8859,0.3532,5,4,0.002017736,0.016,0,0,0,2.3025851,0,0,41,0.020584656,0.452670181,23,49321.87005,0.053840381
2012,159,十堰市,9.7994874,434.24996,55.977687,0.01580381,86.21,-325.1395915,346.0,657.8643,0.3596,5,4,0.002326858,0.013,1,0,0,0.69314718,0,0,49,0.023094797,0.214459055,45,57095.36898,0.047315911
2013,159,十堰市,11.497731,472.61725,59.500756,0.01442308,96.14,-286.6549661,346.7,728.2557,0.505,5,4,0.002571791,0.016,1,0,0,1.6094379,0,0,57,0.021842099,0.212824011,50,61101.38598,0.050808617
2014,159,十堰市,12.604404,474.41154,58.618071,0.01293521,192.25,-284.8876609,347.0,799.6248,0.515,5,4,0.002635135,0.028,1,0,0,2.1972246,0,0,82,0.022751582,0.442793887,69,44682.90603,0.055012376
2015,159,十堰市,17.413206,487.15154,60.790746,0.01309023,220.86,-272.0402557,345.94,866.7933,0.529,5,4,0.002706824,0.018,1,0,0,2.4849066,0,0,104,0.022876751,0.575972272,54,43612.58552,0.056740269
2016,159,十堰市,20.278638,486.34985,61.30031,0.013838,189.16,-272.8015061,348.0,943.9379,0.541,5,4,0.002800519,0.027,1,0,0,2.9957323,0,0,134,0.024394397,0.599678912,62,45432.46805,0.059646902
2017,159,十堰市,16.82243,505.74455,66.978193,0.01415566,227.85,-253.2302032,346.0,1039.276,0.551,5,4,0.002871284,0.02,1,0,0,3.6375862,0,0,164,0.024981727,0.416088766,85,46112.12368,0.062103657
2018,159,十堰市,20.904836,510.43058,74.102964,0.01032125,197.53,-248.2477129,347.0,1114.103,0.5591,5,4,0.002906626,0.012,1,0,0,3.871201,0,0,205,0.026780014,0.575940194,126,48038.2815,0.06527098
2019,159,十堰市,22.919937,524.97645,75.353218,0.01140254,227.64,-233.650808,346.0,1192.091,0.565,5,4,0.002928556,0.01,1,0,0,4.3307333,0,0,263,0.029316564,0.862010682,146,51342.22884,0.06990211
2020,159,十堰市,25.947099,308.62676,43.803998,0.01248383,207.31,-451.0161421,343.0,1131.294,0.6194,5,4,0.001434852,0.01,1,0,0,4.6249728,0,0,336,0.04696984,0.599825957,276,57562.28302,0.077098473
2021,159,十堰市,12.243631,92.27707,12.254777,0.01356512,221.48,-668.5010097,340.0,1261.393,0.6204,5,4,0.001434852,0.01,1,0,0,5.0172798,0,0,703,0.048358515,0.616074814,182,59623.52158,0.080153853
2000,160,宜昌市,0.11781626,0.0,0.47759357,0.0,33.06,-761.2433084,397.49,379.39,0.6204,5,3,0.001740308,0.111,0,0,0,0.0,0,0,3,-0.002355858,0.011021592,7,28202.25388,0.036067878
2001,160,宜昌市,0.47597305,38.741992,2.1308096,0.0,30.26,-722.4649052,397.51,414.2939,0.6204,5,3,0.001740308,0.111,0,0,0,0.0,0,0,3,-0.000460093,0.082161632,7,26178.16072,0.036893965
2002,160,宜昌市,0.83412983,58.959945,4.7392127,0.0,32.87,-702.1603782,397.27,450.3374,0.6204,5,3,0.001756699,0.111,0,0,0,0.0,0,0,7,0.001435672,0.063648665,9,32527.59498,0.037352793
2003,160,宜昌市,0.47484476,59.334897,7.6238443,0.00627549,33.58,-701.6786343,396.89,493.1195,0.3994,5,3,0.00177309,0.101,0,0,0,0.0,0,0,9,0.003331437,0.10323801,12,32690.86407,0.038093414
2004,160,宜昌市,0.53820525,60.026985,8.8801388,0.00692146,33.58,-700.9388621,398.52,579.4154,0.4047,5,3,0.001834616,0.131,0,0,0,0.69314718,0,0,14,0.005227202,0.071789949,10,38514.07582,0.041209793
2005,160,宜昌市,0.78285832,154.38386,14.85612,0.00807416,34.76,-606.4236928,398.78,654.7394,0.41,5,3,0.001896142,0.107,0,0,0,0.69314718,0,0,17,0.007122967,0.102377557,10,44470.88276,0.04186285
2006,160,宜昌市,1.078278,167.5035,18.931599,0.00884416,36.15,-593.156856,400.23,734.6176,0.4264,5,3,0.001752185,0.113,0,0,0,0.0,0,0,23,0.009502364,0.070985476,13,50870.59067,0.039633879
2007,160,宜昌市,1.4281239,174.83378,23.25645,0.00863269,38.84,-585.6651811,401.46,844.8102,0.4434,5,3,0.001608229,0.103,0,0,0,0.0,0,0,28,0.011432824,0.066337486,26,49455.19332,0.040364566
2008,160,宜昌市,1.8834236,196.67138,25.518949,0.00769654,39.95,-563.7546718,400.83,968.2369,0.4611,5,3,0.001640536,0.117,0,0,0,0.0,0,0,37,0.013263231,0.062666894,26,49872.42518,0.040879914
2009,160,宜昌市,2.1349089,201.18711,50.594232,0.00817216,36.67,-558.2874601,401.37,1109.696,0.4795,5,3,0.002423639,0.116,0,0,0,0.0,0,0,49,0.014592261,0.044705194,39,45857.25828,0.041443812
2010,160,宜昌市,4.3695532,245.01286,39.233038,0.00584944,43.35,-514.910348,398.55,1285.028,0.4986,5,3,0.002643237,0.138,0,0,0,0.69314718,0,0,60,0.016783078,0.067291219,82,69949.73414,0.045712417
2011,160,宜昌市,4.5516146,205.47233,39.350127,0.00902379,45.78,-554.4155463,398.8,1491.918,0.519,5,3,0.003113261,0.077,0,0,0,0.69314718,0,0,71,0.018933348,0.069313404,127,64909.25843,0.047125058
2012,160,宜昌市,5.3461641,288.34403,46.434109,0.01019284,105.09,-471.3309182,399.0,1679.9,0.5359,5,3,0.003320053,0.07,1,0,0,1.7917595,0,0,87,0.020091605,0.039495055,81,76258.82608,0.0510111
2013,160,宜昌市,7.4646761,312.39936,49.222874,0.01370787,88.24,-447.1724527,400.1,1873.088,0.5475,5,3,0.004031493,0.081,1,0,0,1.6094379,1,0,103,0.02288109,0.034687846,180,90740.61044,0.052787438
2014,160,宜昌市,8.7671972,363.23172,50.984624,0.00898568,203.31,-396.3018541,400.4,2056.651,0.5596,5,3,0.004216404,0.123,1,0,0,2.944439,1,0,137,0.023533921,0.058790891,181,93974.80485,0.058690663
2015,160,宜昌市,10.477956,372.10177,51.449451,0.00890741,192.48,-387.4085501,398.18,2239.693,0.5715,5,3,0.004401314,0.117,1,0,0,2.6390573,1,0,162,0.024021163,0.10074332,257,96419.93705,0.059279574
2016,160,宜昌市,12.182062,376.97456,52.074967,0.00890673,223.03,-382.5034556,394.0,2436.786,0.5846,5,3,0.004439845,0.095,1,0,0,3.0910425,1,0,208,0.031871186,0.075796156,366,93740.15853,0.065186901
2017,160,宜昌市,12.702703,402.97297,60.135135,0.00766518,206.2,-356.2144241,392.0,2495.269,0.5986,5,3,0.004129162,0.114,1,0,0,3.6888795,1,0,276,0.027599031,0.131348223,454,102253.7973,0.068767828
2018,160,宜昌市,15.249663,407.82726,63.022942,0.00808566,217.92,-351.2358086,392.0,2687.405,0.6086,5,3,0.004131978,0.078,1,0,0,4.6728288,1,0,349,0.028742261,0.126169588,857,109033.0077,0.080442029
2019,160,宜昌市,24.796748,415.14228,68.428184,0.00758473,231.31,-343.6526082,391.0,2905.084,0.6176,5,3,0.004131978,0.093,1,0,0,4.5432948,1,0,439,0.029099153,0.148914938,730,116522.4064,0.078592611
2020,160,宜昌市,30.434976,221.98493,35.462368,0.0070838,235.38,-537.8781397,389.5,2768.545,0.6377,5,3,0.004131978,0.111,1,0,0,5.0814044,1,0,543,0.032889942,0.266347416,939,111707.6567,0.086632882
2021,160,宜昌市,2.0551724,28.827586,2.4965517,0.00658287,213.83,-732.3467102,388.0,3233.661,0.6377,5,3,0.004131978,0.111,1,0,0,5.4722707,1,0,975,0.046555038,0.509935592,676,123559.4898,0.091477258
2000,161,襄阳市,0.17887643,0.0,3.2764762,0.0,29.79,-761.136492,572.56,415.29,0.6377,4,3,0.002672645,0.111,0,0,0,5.4722707,0,0,5,-0.007565666,0.01,676,25936.9336,0.068205986
2001,161,襄阳市,0.79324256,66.515381,5.3094157,0.0,30.27,-694.5892143,575.96,450.5897,0.6377,4,3,0.002526726,0.111,0,0,0,5.4722707,0,0,6,-0.005576481,0.036936715,676,25015.75112,0.068850851
2002,161,襄阳市,1.4076087,135.7364,7.3423553,0.0,32.53,-625.3383226,577.38,488.8898,0.6377,4,3,0.002359528,0.111,0,0,0,5.4722707,0,0,8,-0.003587295,0.031305437,676,31654.09179,0.069346521
2003,161,襄阳市,1.4790888,159.10822,12.837741,0.00752688,33.52,-601.7746076,578.54,535.3343,0.2826,4,3,0.002239404,0.111,0,0,0,5.4722707,0,0,10,-0.00159811,0.015029684,676,30338.78771,0.069791056
2004,161,襄阳市,0.87872771,183.33815,15.350567,0.00769654,35.7,-577.4715859,578.77,594.2211,0.2826,4,3,0.002174596,0.111,0,0,0,5.4722707,0,0,10,0.000391076,0.13664251,676,34994.26058,0.070883479
2005,161,襄阳市,1.7455189,190.49942,16.009902,0.00664084,37.0,-570.2844204,577.22,666.716,0.1141,4,3,0.002100994,0.111,0,0,0,5.4722707,0,0,11,0.002380261,0.098438257,676,38958.38681,0.07121541
2006,161,襄阳市,2.1808277,208.72729,20.982396,0.00796813,34.39,-551.8780818,578.8,746.3885,0.3771,4,3,0.002085423,0.111,0,0,0,5.4722707,0,0,12,0.00749949,0.126155632,676,46407.15626,0.072663696
2007,161,襄阳市,2.7274539,263.19911,32.574804,0.00595533,33.24,-497.0025021,582.0,850.8829,0.3422,4,3,0.002170452,0.111,0,0,0,0.0,0,0,18,0.008596992,0.115270452,676,48302.21042,0.050978265
